UID,iso3,Admin2,Province_State,Lat,Long_,Population
84025017,USA,Middlesex,Massachusetts,42.48607732,-71.39049229,1611699
84025019,USA,Nantucket,Massachusetts,41.2942019,-70.08774729,11399
84025021,USA,Norfolk,Massachusetts,42.16073095,-71.20530408,706775
84025023,USA,Plymouth,Massachusetts,41.94070556,-70.80802823,521202
84025025,USA,Suffolk,Massachusetts,42.3279514,-71.07850442,803907
84025027,USA,Worcester,Massachusetts,42.35026951,-71.90493363,830622
84026001,USA,Alcona,Michigan,44.6846864,-83.59507875,10405
84026003,USA,Alger,Michigan,46.41292944,-86.60260122,9108
84026005,USA,Allegan,Michigan,42.59147037,-85.89102866,118081
84026007,USA,Alpena,Michigan,45.03477666,-83.62212411,28405
84026009,USA,Antrim,Michigan,44.99690221,-85.15503082,23324
84026011,USA,Arenac,Michigan,44.0636262,-83.89277559,14883
84026013,USA,Baraga,Michigan,46.6720582,-88.36363591,8209
84026015,USA,Barry,Michigan,42.59513984,-85.30834519,61550
84026017,USA,Bay,Michigan,43.70639106,-83.98731479,103126
84026019,USA,Benzie,Michigan,44.63899297,-86.01608482,17766
84026021,USA,Berrien,Michigan,41.95447397,-86.4131308,153401
84026023,USA,Branch,Michigan,41.91600556,-85.05929476,43517
84026025,USA,Calhoun,Michigan,42.24633834,-85.00493569,134159
84026027,USA,Cass,Michigan,41.91522292,-85.99405727,51787
84026029,USA,Charlevoix,Michigan,45.37790017,-85.19614053,26143
84026031,USA,Cheboygan,Michigan,45.44787015,-84.50122149,25276
84026033,USA,Chippewa,Michigan,46.29552653,-84.54353449,37349
84026035,USA,Clare,Michigan,43.98794227,-84.8481986,30950
84026037,USA,Clinton,Michigan,42.94400871,-84.60145248,79595
84026039,USA,Crawford,Michigan,44.68255561,-84.61006219,14029
84026041,USA,Delta,Michigan,45.9048491,-86.9080745,35784
84026043,USA,Dickinson,Michigan,46.00999672,-87.86961634,25239
84026045,USA,Eaton,Michigan,42.59599185,-84.83740035,110268
84026047,USA,Emmet,Michigan,45.52625509,-84.89083249,33415
84026049,USA,Genesee,Michigan,43.02244215,-83.70589709,405813
84026051,USA,Gladwin,Michigan,43.98901072,-84.38774817,25449
84026053,USA,Gogebic,Michigan,46.40862701,-89.69377193,13975
84026055,USA,Grand Traverse,Michigan,44.69565625,-85.55585247,93088
84026057,USA,Gratiot,Michigan,43.29265605,-84.60505416,40711
84026059,USA,Hillsdale,Michigan,41.88753639,-84.59312019,45605
84026061,USA,Houghton,Michigan,46.89988536,-88.68495385,35684
84026063,USA,Huron,Michigan,43.83353985,-83.04078453,30981
84026065,USA,Ingham,Michigan,42.59716886,-84.37472069,292406
84026067,USA,Ionia,Michigan,42.94502238,-85.07413319,64697
84026069,USA,Iosco,Michigan,44.35486835,-83.63484895,25127
84026071,USA,Iron,Michigan,46.20974132,-88.53136251,11066
84026073,USA,Isabella,Michigan,43.64060976,-84.84664923,69872
84026075,USA,Jackson,Michigan,42.24807035,-84.42258681,158510
84026077,USA,Kalamazoo,Michigan,42.24542231,-85.53038622,265066
84026079,USA,Kalkaska,Michigan,44.68512729,-85.09085699,18038
84026081,USA,Kent,Michigan,43.03197711,-85.54934642,656955
84026083,USA,Keweenaw,Michigan,47.63197653,-88.41434263,2116
84026085,USA,Lake,Michigan,43.99050893,-85.802173,11853
84026087,USA,Lapeer,Michigan,43.09052506,-83.22153148,87607
84026089,USA,Leelanau,Michigan,44.94430054,-85.80150326,21761
84026091,USA,Lenawee,Michigan,41.89475156,-84.06603727,98451
84026093,USA,Livingston,Michigan,42.60302282,-83.91297209,191995
84026095,USA,Luce,Michigan,46.47227431,-85.54471223,6229
84026097,USA,Mackinac,Michigan,46.07028979,-85.04980537,10799
84026099,USA,Macomb,Michigan,42.69158356,-82.92752801,873972
84026101,USA,Manistee,Michigan,44.33352407,-86.05626916,24558
84026103,USA,Marquette,Michigan,46.4338914,-87.64043701,66699
84026105,USA,Mason,Michigan,43.99509218,-86.24988902,29144
84026107,USA,Mecosta,Michigan,43.64064262,-85.32463223,43453
84026109,USA,Menominee,Michigan,45.58038692,-87.55370409,22780
84026111,USA,Midland,Michigan,43.64330771,-84.38804374,83156
84026113,USA,Missaukee,Michigan,44.33772443,-85.09256478,15118
84026115,USA,Monroe,Michigan,41.92734151,-83.53749864,150500
84026117,USA,Montcalm,Michigan,43.31082541,-85.15252824,63888
84026119,USA,Montmorency,Michigan,45.0275929,-84.12696227,9328
84026121,USA,Muskegon,Michigan,43.29123859,-86.15176712,173566
84026123,USA,Newaygo,Michigan,43.554374,-85.80070107,48980
84026125,USA,Oakland,Michigan,42.66090111,-83.38595416,1257584
84026127,USA,Oceana,Michigan,43.64124435,-86.26726673,26467
84026129,USA,Ogemaw,Michigan,44.33481032,-84.12725175,20997
84026131,USA,Ontonagon,Michigan,46.6652262,-89.31390481,5720
84026133,USA,Osceola,Michigan,43.98992088,-85.32566756,23460
84026135,USA,Oscoda,Michigan,44.68192279,-84.12939244,8241
84026137,USA,Otsego,Michigan,45.02085831,-84.59898295,24668
84026139,USA,Ottawa,Michigan,42.95996803,-85.9969107,291830
84026141,USA,Presque Isle,Michigan,45.34018577,-83.91498656,12592
84026143,USA,Roscommon,Michigan,44.33473082,-84.61067651,24019
84026145,USA,Saginaw,Michigan,43.33433923,-84.0513121,190539
84026147,USA,St. Clair,Michigan,42.92655373,-82.67937954,159128
84026149,USA,St. Joseph,Michigan,41.91441767,-85.52797979,60964
84026151,USA,Sanilac,Michigan,43.42406072,-82.82055898,41170
84026153,USA,Schoolcraft,Michigan,46.19235734,-86.19972234,8094
84026155,USA,Shiawassee,Michigan,42.953928,-84.14585902,68122
84026157,USA,Tuscola,Michigan,43.46606813,-83.41897025,52245
84026159,USA,Van Buren,Michigan,42.25190229,-86.01939087,75677
84026161,USA,Washtenaw,Michigan,42.253105,-83.83853204,367601
84026163,USA,Wayne,Michigan,42.28098405,-83.281255,1749343
84026165,USA,Wexford,Michigan,44.33853602,-85.57712739,33631
84027001,USA,Aitkin,Minnesota,46.60962049,-93.4116826,15886
84027003,USA,Anoka,Minnesota,45.27476015,-93.24604565,356921
84027005,USA,Becker,Minnesota,46.93479392,-95.67158144,34423
84027007,USA,Beltrami,Minnesota,47.97373527,-94.93732139,47188
84027009,USA,Benton,Minnesota,45.69804958,-93.99514135,40889
84027011,USA,Big Stone,Minnesota,45.42712824,-96.41403739,4991
84027013,USA,Blue Earth,Minnesota,44.03554215,-94.06699781,67653
84027015,USA,Brown,Minnesota,44.24205652,-94.72562874,25008
84027017,USA,Carlton,Minnesota,46.59180601,-92.67601019,35871
84027019,USA,Carver,Minnesota,44.82017001,-93.8009918,105089
84027021,USA,Cass,Minnesota,46.95043611,-94.32603968,29779
84027023,USA,Chippewa,Minnesota,45.02343421,-95.56403693,11800
84027025,USA,Chisago,Minnesota,45.5021011,-92.90861945,56579
84027027,USA,Clay,Minnesota,46.89289518,-96.48761922,64222
84027029,USA,Clearwater,Minnesota,47.57992111,-95.37790562,8818
84027031,USA,Cook,Minnesota,47.90504893,-90.52629546,5463
84027033,USA,Cottonwood,Minnesota,44.00715262,-95.18138802,11196
84027035,USA,Crow Wing,Minnesota,46.48096553,-94.06755609,65055
84027037,USA,Dakota,Minnesota,44.67172617,-93.06299363,429021
84027039,USA,Dodge,Minnesota,44.02238415,-92.86244324,20934
84027041,USA,Douglas,Minnesota,45.93348491,-95.45335469,38141
84027043,USA,Faribault,Minnesota,43.67381499,-93.94787458,13653
84027045,USA,Fillmore,Minnesota,43.67394126,-92.08980382,21067
84027047,USA,Freeborn,Minnesota,43.67385583,-93.34884422,30281
84027049,USA,Goodhue,Minnesota,44.40849741,-92.7234195,46340
84027051,USA,Grant,Minnesota,45.93424769,-96.01139609,5972
84027053,USA,Hennepin,Minnesota,45.00761521,-93.47694895,1265843
84027055,USA,Houston,Minnesota,43.67129565,-91.49143057,18600
84027057,USA,Hubbard,Minnesota,47.10778564,-94.91693868,21491
84027059,USA,Isanti,Minnesota,45.56181234,-93.29487636,40596
84027061,USA,Itasca,Minnesota,47.51009045,-93.63092229,45130
84027063,USA,Jackson,Minnesota,43.67423373,-95.15398258,9846
84027065,USA,Kanabec,Minnesota,45.9459309,-93.29275192,16337
84027067,USA,Kandiyohi,Minnesota,45.1526059,-95.00586446,43199
84027069,USA,Kittson,Minnesota,48.77754106,-96.78317184,4298
84027071,USA,Koochiching,Minnesota,48.24539665,-93.78352843,12229
84027073,USA,Lac qui Parle,Minnesota,44.9973857,-96.17488219,6623
84027075,USA,Lake,Minnesota,47.64270764,-91.44557998,10641
84027077,USA,Lake of the Woods,Minnesota,48.77217001,-94.90274472,3740
84027079,USA,Le Sueur,Minnesota,44.37136597,-93.72844721,28887
84027081,USA,Lincoln,Minnesota,44.41311883,-96.26688165,5639
84027083,USA,Lyon,Minnesota,44.41327865,-95.83806103,25474
84027085,USA,McLeod,Minnesota,44.82367677,-94.27287017,35893
84027087,USA,Mahnomen,Minnesota,47.32557075,-95.80921485,5527
84027089,USA,Marshall,Minnesota,48.35825983,-96.37017407,9336
84027091,USA,Martin,Minnesota,43.67429718,-94.55099908,19683
84027093,USA,Meeker,Minnesota,45.12328869,-94.52839455,23222
84027095,USA,Mille Lacs,Minnesota,45.93705297,-93.63236823,26277
84027097,USA,Morrison,Minnesota,46.01265363,-94.27341528,33386
84027099,USA,Mower,Minnesota,43.67142874,-92.75234549,40062
84027101,USA,Murray,Minnesota,44.02216709,-95.76328482,8194
84027103,USA,Nicollet,Minnesota,44.35291112,-94.24710352,34274
84027105,USA,Nobles,Minnesota,43.67434621,-95.75329576,21629
84027107,USA,Norman,Minnesota,47.32628443,-96.45620947,6375
84027109,USA,Olmsted,Minnesota,44.00374114,-92.40209944,158293
84027111,USA,Otter Tail,Minnesota,46.40846929,-95.70835255,58746
84027113,USA,Pennington,Minnesota,48.06642577,-96.0370814,14119
84027115,USA,Pine,Minnesota,46.12105238,-92.74070188,29579
84027117,USA,Pipestone,Minnesota,44.02301619,-96.25841142,9126
84027119,USA,Polk,Minnesota,47.77372465,-96.40134647,31364
84027121,USA,Pope,Minnesota,45.58606667,-95.44451209,11249
84027123,USA,Ramsey,Minnesota,45.01625271,-93.09872295,550321
84027125,USA,Red Lake,Minnesota,47.87197525,-96.09561104,4055
84027127,USA,Redwood,Minnesota,44.40555844,-95.25207021,15170
84027129,USA,Renville,Minnesota,44.72836381,-94.94553734,14548
84027131,USA,Rice,Minnesota,44.3543376,-93.29658715,66972
84027133,USA,Rock,Minnesota,43.67482683,-96.25296832,9315
84027135,USA,Roseau,Minnesota,48.77501878,-95.81079919,15165
84027137,USA,St. Louis,Minnesota,47.6048407,-92.46879855,199070
84027139,USA,Scott,Minnesota,44.6490231,-93.53340251,149013
84027141,USA,Sherburne,Minnesota,45.44447208,-93.77617511,97238
84027143,USA,Sibley,Minnesota,44.5796592,-94.23164924,14865
84027145,USA,Stearns,Minnesota,45.55192576,-94.61078221,161075
84027147,USA,Steele,Minnesota,44.02240351,-93.22627088,36649
84027149,USA,Stevens,Minnesota,45.58613007,-96.00163705,9805
84027151,USA,Swift,Minnesota,45.2829032,-95.68264092,9266
84027153,USA,Todd,Minnesota,46.06996226,-94.89785296,24664
84027155,USA,Traverse,Minnesota,45.77298854,-96.47062949,3259
84027157,USA,Wabasha,Minnesota,44.28424356,-92.23121312,21627
84027159,USA,Wadena,Minnesota,46.58589171,-94.96968506,13682
84027161,USA,Waseca,Minnesota,44.02211116,-93.58720034,18612
84027163,USA,Washington,Minnesota,45.03864533,-92.88429635,262440
84027165,USA,Watonwan,Minnesota,43.97823903,-94.61413846,10897
84027167,USA,Wilkin,Minnesota,46.35721532,-96.4684375,6207
84027169,USA,Winona,Minnesota,43.98772283,-91.78081305,50484
84027171,USA,Wright,Minnesota,45.17297924,-93.96234781,138377
84027173,USA,Yellow Medicine,Minnesota,44.71710183,-95.86842453,9709
84028001,USA,Adams,Mississippi,31.47669768,-91.35326037,30693
84028003,USA,Alcorn,Mississippi,34.88084463,-88.57996173,36953
84028005,USA,Amite,Mississippi,31.17467303,-90.80501621,12297
84028007,USA,Attala,Mississippi,33.08658803,-89.57838564,18174
84028009,USA,Benton,Mississippi,34.81681228,-89.18945516,8259
84028011,USA,Bolivar,Mississippi,33.79696941,-90.87372121,30628
84028013,USA,Calhoun,Mississippi,33.93683395,-89.33686647,14361
84028015,USA,Carroll,Mississippi,33.44834567,-89.91994479,9947
84028017,USA,Chickasaw,Mississippi,33.91983202,-88.9481545,17103
84028019,USA,Choctaw,Mississippi,33.34598242,-89.24809382,8210
84028021,USA,Claiborne,Mississippi,31.97061673,-90.90702196,8988
84028023,USA,Clarke,Mississippi,32.04158545,-88.6889622,15541
84028025,USA,Clay,Mississippi,33.65358105,-88.77784255,19316
84028027,USA,Coahoma,Mississippi,34.22772299,-90.60415045,22124
84028029,USA,Copiah,Mississippi,31.86977774,-90.44565118,28065
84028031,USA,Covington,Mississippi,31.63225413,-89.55389939,18636
84028033,USA,DeSoto,Mississippi,34.87625235,-89.99091418,184945
84028035,USA,Forrest,Mississippi,31.18961454,-89.25832496,74897
84028037,USA,Franklin,Mississippi,31.47786634,-90.89672989,7713
84028039,USA,George,Mississippi,30.86259065,-88.64436789,24500
84028041,USA,Greene,Mississippi,31.21444233,-88.63922281,13586
84028043,USA,Grenada,Mississippi,33.77036166,-89.80245083,20758
84028045,USA,Hancock,Mississippi,30.41830223,-89.48851033,47632
84028047,USA,Harrison,Mississippi,30.51359752,-89.12467576,208080
84028049,USA,Hinds,Mississippi,32.2656285,-90.44435448,231840
84028051,USA,Holmes,Mississippi,33.12345854,-90.08923538,17010
84028053,USA,Humphreys,Mississippi,33.12825718,-90.52252707,8064
84028055,USA,Issaquena,Mississippi,32.72531359,-90.97392828,1327
84028057,USA,Itawamba,Mississippi,34.27993475,-88.3606733,23390
84028059,USA,Jackson,Mississippi,30.54020656,-88.64184064,143617
84028061,USA,Jasper,Mississippi,32.01922104,-89.11786866,16383
84028063,USA,Jefferson,Mississippi,31.73397872,-91.03764977,6990
84028065,USA,Jefferson Davis,Mississippi,31.56884708,-89.8267099,11128
84028067,USA,Jones,Mississippi,31.62257767,-89.168969,68098
84028069,USA,Kemper,Mississippi,32.75462946,-88.64105766,9742
84028071,USA,Lafayette,Mississippi,34.35687874,-89.48490961,54019
84028073,USA,Lamar,Mississippi,31.20572971,-89.5077704,63343
84028075,USA,Lauderdale,Mississippi,32.40419769,-88.66229662,74125
84028077,USA,Lawrence,Mississippi,31.55147224,-90.10841127,12586
84028079,USA,Leake,Mississippi,32.7536828,-89.52402044,22786
84028081,USA,Lee,Mississippi,34.2918775,-88.68149954,85436
84028083,USA,Leflore,Mississippi,33.55545125,-90.29900733,28183
84028085,USA,Lincoln,Mississippi,31.53288662,-90.45391915,34153
84028087,USA,Lowndes,Mississippi,33.47386518,-88.4419153,58595
84028089,USA,Madison,Mississippi,32.63389156,-90.03513564,106272
84028091,USA,Marion,Mississippi,31.23132643,-89.8209217,24573
84028093,USA,Marshall,Mississippi,34.76216286,-89.50299462,35294
84028095,USA,Monroe,Mississippi,33.89236763,-88.4808438,35252
84028097,USA,Montgomery,Mississippi,33.49419589,-89.61729103,9775
84028099,USA,Neshoba,Mississippi,32.75339664,-89.11726492,29118
84028101,USA,Newton,Mississippi,32.40021118,-89.11843336,21018
84028103,USA,Noxubee,Mississippi,33.11009499,-88.56949061,10417
84028105,USA,Oktibbeha,Mississippi,33.42491685,-88.87905132,49587
84028107,USA,Panola,Mississippi,34.36398677,-89.95064249,34192
84028109,USA,Pearl River,Mississippi,30.77090935,-89.58677275,55535
84028111,USA,Perry,Mississippi,31.17161885,-88.99281835,11973
84028113,USA,Pike,Mississippi,31.17507789,-90.40392572,39288
84028115,USA,Pontotoc,Mississippi,34.226046,-89.03636807,32174
84028117,USA,Prentiss,Mississippi,34.61810501,-88.51986294,25126
84028119,USA,Quitman,Mississippi,34.25157572,-90.28908,6792
84028121,USA,Rankin,Mississippi,32.26469147,-89.94537876,155271
84028123,USA,Scott,Mississippi,32.4067041,-89.53789439,28124
84028125,USA,Sharkey,Mississippi,32.88149103,-90.8159538,4321
84028127,USA,Simpson,Mississippi,31.91282117,-89.91716179,26658
84028129,USA,Smith,Mississippi,32.01744532,-89.50644846,15916
84028131,USA,Stone,Mississippi,30.79187949,-89.11547539,18336
84028133,USA,Sunflower,Mississippi,33.60192578,-90.58882684,25110
84028135,USA,Tallahatchie,Mississippi,33.95339918,-90.1729398,13809
84028137,USA,Tate,Mississippi,34.65133709,-89.94485778,28321
84028139,USA,Tippah,Mississippi,34.76872156,-88.90988194,22015
84028141,USA,Tishomingo,Mississippi,34.74023475,-88.23917219,19383
84028143,USA,Tunica,Mississippi,34.64967704,-90.37481167,9632
84028145,USA,Union,Mississippi,34.49162015,-89.00776006,28815
84028147,USA,Walthall,Mississippi,31.14971548,-90.10446654,14286
84028149,USA,Warren,Mississippi,32.35810271,-90.83352619,45381
84028151,USA,Washington,Mississippi,33.28392041,-90.94196237,43909
84028153,USA,Wayne,Mississippi,31.64135687,-88.69573913,20183
84028155,USA,Webster,Mississippi,33.61300486,-89.28392912,9689
84028157,USA,Wilkinson,Mississippi,31.16078225,-91.31018819,8630
84028159,USA,Winston,Mississippi,33.08747908,-89.03391385,17955
84028161,USA,Yalobusha,Mississippi,34.02824175,-89.7076205,12108
84028163,USA,Yazoo,Mississippi,32.77890365,-90.39656148,29690
84029001,USA,Adair,Missouri,40.19058551,-92.60078167,25343
84029003,USA,Andrew,Missouri,39.98492163,-94.80163024,17712
84029005,USA,Atchison,Missouri,40.43238737,-95.42970639,5143
84029007,USA,Audrain,Missouri,39.215877,-91.84242683,25388
84029009,USA,Barry,Missouri,36.70978521,-93.82919888,35789
84029011,USA,Barton,Missouri,37.50207671,-94.34757022,11754
84029013,USA,Bates,Missouri,38.25271289,-94.34113157,16172
84029015,USA,Benton,Missouri,38.29503305,-93.28756116,19443
84029017,USA,Bollinger,Missouri,37.32449052,-90.02725304,12133
84029019,USA,Boone,Missouri,38.99186229,-92.30723575,180463
84029021,USA,Buchanan,Missouri,39.65816401,-94.80138942,87364
84029023,USA,Butler,Missouri,36.71462476,-90.40421163,42478
84029025,USA,Caldwell,Missouri,39.65620858,-93.98308093,9020
84029027,USA,Callaway,Missouri,38.83674754,-91.92186505,44743
84029029,USA,Camden,Missouri,38.02199522,-92.76083747,46305
84029031,USA,Cape Girardeau,Missouri,37.38489388,-89.6843587,78871
84029033,USA,Carroll,Missouri,39.42762566,-93.50626255,8679
84029035,USA,Carter,Missouri,36.94160441,-90.96051322,5982
84029037,USA,Cass,Missouri,38.64789422,-94.353399,105780
84029039,USA,Cedar,Missouri,37.72391475,-93.85445441,14349
84029041,USA,Chariton,Missouri,39.51499357,-92.9629191,7426
84029043,USA,Christian,Missouri,36.9711783,-93.18537118,88595
84029045,USA,Clark,Missouri,40.41040752,-91.73661677,6797
84029047,USA,Clay,Missouri,39.31132056,-94.41850862,249948
84029049,USA,Clinton,Missouri,39.6013098,-94.40465394,20387
84029051,USA,Cole,Missouri,38.50455671,-92.27860244,76745
84029053,USA,Cooper,Missouri,38.844478,-92.80896081,17709
84029055,USA,Crawford,Missouri,37.97663738,-91.30528104,23920
84029057,USA,Dade,Missouri,37.431814,-93.8503345,7561
84029059,USA,Dallas,Missouri,37.6811355,-93.02127031,16878
84029061,USA,Daviess,Missouri,39.96145298,-93.98519678,8278
84029063,USA,DeKalb,Missouri,39.89201062,-94.40476508,12547
84029065,USA,Dent,Missouri,37.60663134,-91.50790473,15573
84029067,USA,Douglas,Missouri,36.9325593,-92.49905109,13185
84029069,USA,Dunklin,Missouri,36.27167174,-90.09122243,29131
84029071,USA,Franklin,Missouri,38.41127108,-91.07522826,103967
84029073,USA,Gasconade,Missouri,38.43947277,-91.50847147,14706
84029075,USA,Gentry,Missouri,40.21097916,-94.40944419,6571
84029077,USA,Greene,Missouri,37.2575872,-93.34230916,293086
84029079,USA,Grundy,Missouri,40.11406587,-93.56509276,9850
84029081,USA,Harrison,Missouri,40.35570088,-93.99222144,8352
84029083,USA,Henry,Missouri,38.38482826,-93.79293734,21824
84029085,USA,Hickory,Missouri,37.94163617,-93.3203037,9544
84029087,USA,Holt,Missouri,40.09799248,-95.2163888,4403
84029089,USA,Howard,Missouri,39.1435761,-92.69756691,10001
84029091,USA,Howell,Missouri,36.77383887,-91.88683935,40117
84029093,USA,Iron,Missouri,37.55487945,-90.7735296,10125
84029095,USA,Jackson,Missouri,39.01002188,-94.34724536,703011
84029097,USA,Jasper,Missouri,37.20351921,-94.34050458,121328
84029099,USA,Jefferson,Missouri,38.25926778,-90.53870896,225081
84029101,USA,Johnson,Missouri,38.74719601,-93.80691168,54062
84029103,USA,Knox,Missouri,40.12699751,-92.14780832,3959
84029105,USA,Laclede,Missouri,37.65896829,-92.5888493,35723
84029107,USA,Lafayette,Missouri,39.06986886,-93.78076396,32708
84029109,USA,Lawrence,Missouri,37.10626634,-93.83293097,38355
84029111,USA,Lewis,Missouri,40.09673161,-91.72070156,9776
84029113,USA,Lincoln,Missouri,39.05345619,-90.95588181,59013
84029115,USA,Linn,Missouri,39.87001769,-93.10704106,11920
84029117,USA,Livingston,Missouri,39.78110272,-93.54645978,15227
84029119,USA,McDonald,Missouri,36.62869595,-94.34867205,22837
84029121,USA,Macon,Missouri,39.83049768,-92.56453089,15117
84029123,USA,Madison,Missouri,37.47865134,-90.3467143,12088
84029125,USA,Maries,Missouri,38.16193985,-91.92249662,8697
84029127,USA,Marion,Missouri,39.80601912,-91.62203062,28530
84029129,USA,Mercer,Missouri,40.42212303,-93.5682959,3617
84029131,USA,Miller,Missouri,38.21450288,-92.42610898,25619
84029133,USA,Mississippi,Missouri,36.82516239,-89.29505753,13180
84029135,USA,Moniteau,Missouri,38.63571781,-92.57976951,16132
84029137,USA,Monroe,Missouri,39.49593978,-92.00043978,8644
84029139,USA,Montgomery,Missouri,38.94022054,-91.47000721,11551
84029141,USA,Morgan,Missouri,38.4181765,-92.88791859,20627
84029143,USA,New Madrid,Missouri,36.59666326,-89.66070007,17076
84029145,USA,Newton,Missouri,36.90519407,-94.3394104,58236
84029147,USA,Nodaway,Missouri,40.36079813,-94.88133008,22092
84029149,USA,Oregon,Missouri,36.68710164,-91.4033755,10529
84029151,USA,Osage,Missouri,38.46036182,-91.8613635,13615
84029153,USA,Ozark,Missouri,36.64916339,-92.44459066,9174
84029155,USA,Pemiscot,Missouri,36.2130572,-89.78742322,15805
84029157,USA,Perry,Missouri,37.70660776,-89.82741088,19136
84029159,USA,Pettis,Missouri,38.72798918,-93.28471706,42339
84029161,USA,Phelps,Missouri,37.87736118,-91.79351727,44573
84029163,USA,Pike,Missouri,39.34310674,-91.16980779,18302
84029165,USA,Platte,Missouri,39.38154439,-94.77068479,104418
84029167,USA,Polk,Missouri,37.6162296,-93.39828174,32149
84029169,USA,Pulaski,Missouri,37.82462075,-92.20783203,52607
84029171,USA,Putnam,Missouri,40.47942497,-93.02042674,4696
84029173,USA,Ralls,Missouri,39.52817427,-91.51838643,10309
84029175,USA,Randolph,Missouri,39.44007257,-92.4971374,24748
84029177,USA,Ray,Missouri,39.3537468,-93.98905745,23018
84029179,USA,Reynolds,Missouri,37.36085952,-90.97009925,6270
84029181,USA,Ripley,Missouri,36.65460667,-90.85990261,13288
84029183,USA,St. Charles,Missouri,38.77875681,-90.66662425,402022
84029185,USA,St. Clair,Missouri,38.03699437,-93.77631447,9397
84029186,USA,Ste. Genevieve,Missouri,37.89090059,-90.1949941,17894
84029187,USA,St. Francois,Missouri,37.81214171,-90.47598685,67215
84029189,USA,St. Louis,Missouri,38.6377004,-90.4458375,994205
84029195,USA,Saline,Missouri,39.13734288,-93.20259964,22761
84029197,USA,Schuyler,Missouri,40.46921489,-92.52311943,4660
84029199,USA,Scotland,Missouri,40.45214695,-92.14709064,4902
84029201,USA,Scott,Missouri,37.05588075,-89.56474493,38280
84029203,USA,Shannon,Missouri,37.15772072,-91.40190382,8166
84029205,USA,Shelby,Missouri,39.79742518,-92.07634971,5930
84029207,USA,Stoddard,Missouri,36.85571651,-89.9444155,29025
84029209,USA,Stone,Missouri,36.75000327,-93.45256475,31952
84029211,USA,Sullivan,Missouri,40.2099105,-93.11150106,6089
84029213,USA,Taney,Missouri,36.65465345,-93.04075153,55928
84029215,USA,Texas,Missouri,37.31728859,-91.96564727,25398
84029217,USA,Vernon,Missouri,37.8457799,-94.34127305,20563
84029219,USA,Warren,Missouri,38.76529479,-91.16124662,35649
84029221,USA,Washington,Missouri,37.96130078,-90.87948158,24730
84029223,USA,Wayne,Missouri,37.11303869,-90.46001416,12873
84029225,USA,Webster,Missouri,37.2813734,-92.876329,39592
84029227,USA,Worth,Missouri,40.47945588,-94.42328751,2013
84029229,USA,Wright,Missouri,37.27029221,-92.46914488,18289
84029510,USA,St. Louis City,Missouri,38.63555736,-90.24349225,300576
84030001,USA,Beaverhead,Montana,45.13434354,-112.8984694,9453
84030003,USA,Big Horn,Montana,45.42335905,-107.492347,13319
84030005,USA,Blaine,Montana,48.43175214,-108.9582723,6681
84030007,USA,Broadwater,Montana,46.33277565,-111.4955813,6237
84030009,USA,Carbon,Montana,45.22850116,-109.0274047,10725
84030011,USA,Carter,Montana,45.5197966,-104.5395536,1252
84030013,USA,Cascade,Montana,47.30797024,-111.3467922,81366
84030015,USA,Chouteau,Montana,47.88084126,-110.4353362,5635
84030017,USA,Custer,Montana,46.25319932,-105.5737526,11402
84030019,USA,Daniels,Montana,48.78420029,-105.5476343,1690
84030021,USA,Dawson,Montana,47.26584855,-104.8944417,8613
84030023,USA,Deer Lodge,Montana,46.05953325,-113.073353,9140
84030025,USA,Fallon,Montana,46.33478338,-104.4183565,2846
84030027,USA,Fergus,Montana,47.26331584,-109.2245206,11050
84030029,USA,Flathead,Montana,48.29575866,-114.0520569,103806
84030031,USA,Gallatin,Montana,45.54486106,-111.1692571,114434
84030033,USA,Garfield,Montana,47.27545948,-107.0002351,1258
84030035,USA,Glacier,Montana,48.70513576,-112.9934235,13753
84030037,USA,Golden Valley,Montana,46.3816474,-109.1768522,821
84030039,USA,Granite,Montana,46.4060522,-113.4414186,3379
84030041,USA,Hill,Montana,48.62879827,-110.1129252,16484
84030043,USA,Jefferson,Montana,46.14907081,-112.094396,12221
84030045,USA,Judith Basin,Montana,47.04581276,-110.2660688,2007
84030047,USA,Lake,Montana,47.64514965,-114.0898013,30458
84030049,USA,Lewis and Clark,Montana,47.12610041,-112.394698,69432
84030051,USA,Liberty,Montana,48.56084317,-111.024307,2337
84030053,USA,Lincoln,Montana,48.54265777,-115.4046155,19980
84030055,USA,McCone,Montana,47.64469406,-105.7944994,1664
84030057,USA,Madison,Montana,45.30080065,-111.9173017,8600
84030059,USA,Meagher,Montana,46.59907074,-110.8898557,1862
84030061,USA,Mineral,Montana,47.15283992,-115.0015239,4397
84030063,USA,Missoula,Montana,47.03728583,-113.9213508,119600
84030065,USA,Musselshell,Montana,46.49684637,-108.39498,4633
84030067,USA,Park,Montana,45.48965095,-110.5264394,16606
84030069,USA,Petroleum,Montana,47.1182463,-108.2508876,487
84030071,USA,Phillips,Montana,48.25936577,-107.9128511,3954
84030073,USA,Pondera,Montana,48.22773388,-112.2252703,5911
84030075,USA,Powder River,Montana,45.39617714,-105.636738,1682
84030077,USA,Powell,Montana,46.85538891,-112.9359164,6890
84030079,USA,Prairie,Montana,46.86048047,-105.379384,1077
84030081,USA,Ravalli,Montana,46.08520862,-114.1189164,43806
84030083,USA,Richland,Montana,47.78668011,-104.5610786,10803
84030085,USA,Roosevelt,Montana,48.29607488,-105.0079268,11004
84030087,USA,Rosebud,Montana,46.23397237,-106.729288,8937
