UID,iso3,Admin2,Province_State,Lat,Long_,Population
84004019,USA,Pima,Arizona,32.0971334,-111.7890033,1047279
84004021,USA,Pinal,Arizona,32.90525627,-111.3449483,462789
84004023,USA,Santa Cruz,Arizona,31.52508998,-110.8479088,46498
84004025,USA,Yavapai,Arizona,34.59933926,-112.5538588,235099
84004027,USA,Yuma,Arizona,32.76895712,-113.9066674,213787
84005001,USA,Arkansas,Arkansas,34.29145151,-91.37277296,17486
84005003,USA,Ashley,Arkansas,33.19153461,-91.7698471,19657
84005005,USA,Baxter,Arkansas,36.28784385,-92.33782872,41932
84005007,USA,Benton,Arkansas,36.33644656,-94.25680817,279141
84005009,USA,Boone,Arkansas,36.3084504,-93.09374925,37432
84005011,USA,Bradley,Arkansas,33.46755808,-92.15980837,10763
84005013,USA,Calhoun,Arkansas,33.55598792,-92.49974403,5189
84005015,USA,Carroll,Arkansas,36.3403856,-93.54270261,28380
84005017,USA,Chicot,Arkansas,33.26458973,-91.29539209,10118
84005019,USA,Clark,Arkansas,34.04613432,-93.17484713,22320
84005021,USA,Clay,Arkansas,36.36826212,-90.4148172,14551
84005023,USA,Cleburne,Arkansas,35.53864922,-92.02640019,24919
84005025,USA,Cleveland,Arkansas,33.89723187,-92.18537045,7956
84005027,USA,Columbia,Arkansas,33.21230701,-93.22642793,23457
84005029,USA,Conway,Arkansas,35.26205537,-92.70506566,20846
84005031,USA,Craighead,Arkansas,35.83018283,-90.63235729,110332
84005033,USA,Crawford,Arkansas,35.58928601,-94.2446814,63257
84005035,USA,Crittenden,Arkansas,35.21247318,-90.30839406,47955
84005037,USA,Cross,Arkansas,35.29631396,-90.77185818,16419
84005039,USA,Dallas,Arkansas,33.97042763,-92.65167437,7009
84005041,USA,Desha,Arkansas,33.83011025,-91.25500948,11361
84005043,USA,Drew,Arkansas,33.59035001,-91.71777921,18219
84005045,USA,Faulkner,Arkansas,35.14719007,-92.33717519,126007
84005047,USA,Franklin,Arkansas,35.51202821,-93.89299569,17715
84005049,USA,Fulton,Arkansas,36.38177105,-91.81729127,12477
84005051,USA,Garland,Arkansas,34.57692074,-93.14921604,99386
84005053,USA,Grant,Arkansas,34.29017991,-92.42320562,18265
84005055,USA,Greene,Arkansas,36.1173546,-90.55832668,45325
84005057,USA,Hempstead,Arkansas,33.73325583,-93.66935133,21532
84005059,USA,Hot Spring,Arkansas,34.31709259,-92.95396325,33771
84005061,USA,Howard,Arkansas,34.09007427,-93.9934871,13202
84005063,USA,Independence,Arkansas,35.74242707,-91.57001641,37825
84005065,USA,Izard,Arkansas,36.09604046,-91.90847954,13629
84005067,USA,Jackson,Arkansas,35.59802983,-91.21494602,16719
84005069,USA,Jefferson,Arkansas,34.26767081,-91.92619839,66824
84005071,USA,Johnson,Arkansas,35.56759135,-93.46036368,26578
84005073,USA,Lafayette,Arkansas,33.24116713,-93.60677071,6624
84005075,USA,Lawrence,Arkansas,36.04188196,-91.10867198,16406
84005077,USA,Lee,Arkansas,34.78498904,-90.78383866,8857
84005079,USA,Lincoln,Arkansas,33.95317155,-91.74002806,13024
84005081,USA,Little River,Arkansas,33.70375665,-94.23468591,12259
84005083,USA,Logan,Arkansas,35.21413234,-93.71951016,21466
84005085,USA,Lonoke,Arkansas,34.75392199,-91.88742357,73309
84005087,USA,Madison,Arkansas,36.01038185,-93.72524943,16576
84005089,USA,Marion,Arkansas,36.26844485,-92.68451899,16694
84005091,USA,Miller,Arkansas,33.31403423,-93.89285258,43257
84005093,USA,Mississippi,Arkansas,35.76271485,-90.0519437,40651
84005095,USA,Monroe,Arkansas,34.6815935,-91.20540287,6701
84005097,USA,Montgomery,Arkansas,34.53704874,-93.65824478,8986
84005099,USA,Nevada,Arkansas,33.66340119,-93.30632432,8252
84005101,USA,Newton,Arkansas,35.91947491,-93.21612969,7753
84005103,USA,Ouachita,Arkansas,33.58839816,-92.87795984,23382
84005105,USA,Perry,Arkansas,34.9459153,-92.94372564,10455
84005107,USA,Phillips,Arkansas,34.43268455,-90.84800154,17782
84005109,USA,Pike,Arkansas,34.16250414,-93.65789349,10718
84005111,USA,Poinsett,Arkansas,35.57433534,-90.66268713,23528
84005113,USA,Polk,Arkansas,34.48254879,-94.22728802,19964
84005115,USA,Pope,Arkansas,35.44871474,-93.03212219,64072
84005117,USA,Prairie,Arkansas,34.83624419,-91.55162157,8062
84005119,USA,Pulaski,Arkansas,34.77054088,-92.31355101,391911
84005121,USA,Randolph,Arkansas,36.3415714,-91.02455531,17958
84005123,USA,St. Francis,Arkansas,35.02201976,-90.74828138,24994
84005125,USA,Saline,Arkansas,34.64916145,-92.67583224,122437
84005127,USA,Scott,Arkansas,34.85588887,-94.0632176,10281
84005129,USA,Searcy,Arkansas,35.9109364,-92.69936482,7881
84005131,USA,Sebastian,Arkansas,35.19605503,-94.27162713,127827
84005133,USA,Sevier,Arkansas,33.99780401,-94.2424869,17007
84005135,USA,Sharp,Arkansas,36.16258158,-91.47819342,17442
84005137,USA,Stone,Arkansas,35.86251946,-92.15684085,12506
84005139,USA,Union,Arkansas,33.16887091,-92.59746952,38682
84005141,USA,Van Buren,Arkansas,35.58095779,-92.51295036,16545
84005143,USA,Washington,Arkansas,35.976844,-94.21800746,239187
84005145,USA,White,Arkansas,35.25688493,-91.74908296,78753
84005147,USA,Woodruff,Arkansas,35.18902527,-91.2439489,6320
84005149,USA,Yell,Arkansas,35.00292371,-93.41171338,21341
84006001,USA,Alameda,California,37.64629437,-121.8929271,1671329
84006003,USA,Alpine,California,38.59678594,-119.8223594,1129
84006005,USA,Amador,California,38.44583082,-120.65696,39752
84006007,USA,Butte,California,39.66727762,-121.6005252,219186
84006009,USA,Calaveras,California,38.20537103,-120.552913,45905
84006011,USA,Colusa,California,39.17881957,-122.2331726,21547
84006013,USA,Contra Costa,California,37.91923498,-121.9289527,1153526
84006015,USA,Del Norte,California,41.74228275,-123.8974063,27812
84006017,USA,El Dorado,California,38.77965956,-120.5233166,192843
84006019,USA,Fresno,California,36.75733899,-119.6466953,999101
84006021,USA,Glenn,California,39.59875897,-122.3938452,28393
84006023,USA,Humboldt,California,40.69923009,-123.876044,135558
84006025,USA,Imperial,California,33.0393082,-115.3669042,181215
84006027,USA,Inyo,California,36.51112084,-117.4111978,18039
84006029,USA,Kern,California,35.34329425,-118.7277796,900202
84006031,USA,Kings,California,36.07409056,-119.8159973,152940
84006033,USA,Lake,California,39.10124298,-122.7536244,64386
84006035,USA,Lassen,California,40.67311306,-120.5935099,30573
84006037,USA,Los Angeles,California,34.30828379,-118.2282411,10039107
84006039,USA,Madera,California,37.21513971,-119.7665589,157327
84006041,USA,Marin,California,38.07122463,-122.7210631,258826
84006043,USA,Mariposa,California,37.57978556,-119.9073334,17203
84006045,USA,Mendocino,California,39.4381191,-123.3911313,86749
84006047,USA,Merced,California,37.18922369,-120.7209035,277680
84006049,USA,Modoc,California,41.58965602,-120.7244817,8841
84006051,USA,Mono,California,37.93899289,-118.8872409,14444
84006053,USA,Monterey,California,36.21862405,-121.2413397,434061
84006055,USA,Napa,California,38.50735751,-122.332839,137744
84006057,USA,Nevada,California,39.30394768,-120.7627281,99755
84006059,USA,Orange,California,33.70147516,-117.7645998,3175692
84006061,USA,Placer,California,39.06167234,-120.7240569,398329
84006063,USA,Plumas,California,40.00355989,-120.8395236,18807
84006065,USA,Riverside,California,33.74314981,-115.9933578,2470546
84006067,USA,Sacramento,California,38.45106826,-121.3425374,1552058
84006069,USA,San Benito,California,36.60308176,-121.069975,62808
84006071,USA,San Bernardino,California,34.84060306,-116.1774685,2180085
84006073,USA,San Diego,California,33.03484597,-116.7365326,3338330
84006075,USA,San Francisco,California,37.75215114,-122.4385672,881549
84006077,USA,San Joaquin,California,37.93433732,-121.2730061,762148
84006079,USA,San Luis Obispo,California,35.38822029,-120.4039028,283111
84006081,USA,San Mateo,California,37.4228808,-122.3275546,766573
84006083,USA,Santa Barbara,California,34.65329488,-120.0188492,446499
84006085,USA,Santa Clara,California,37.23104908,-121.6970462,1927852
84006087,USA,Santa Cruz,California,37.05580291,-122.0066524,273213
84006089,USA,Shasta,California,40.76391419,-122.0396884,180080
84006091,USA,Sierra,California,39.57713498,-120.5200701,3005
84006093,USA,Siskiyou,California,41.59198861,-122.5407434,43539
84006095,USA,Solano,California,38.26827353,-121.9357113,447643
84006097,USA,Sonoma,California,38.52746429,-122.8862506,494336
84006099,USA,Stanislaus,California,37.55862499,-120.9970722,550660
84006101,USA,Sutter,California,39.03417539,-121.6945899,96971
84006103,USA,Tehama,California,40.12570935,-122.2370171,65084
84006105,USA,Trinity,California,40.6491767,-123.114713,12285
84006107,USA,Tulare,California,36.22026558,-118.8020203,466195
84006109,USA,Tuolumne,California,38.02644018,-119.9525093,54478
84006111,USA,Ventura,California,34.44465746,-119.0910613,846006
84006113,USA,Yolo,California,38.68278902,-121.9018288,220500
84006115,USA,Yuba,California,39.26255932,-121.3535644,78668
84008001,USA,Adams,Colorado,39.87432092,-104.3362578,517421
84008003,USA,Alamosa,Colorado,37.57250606,-105.7885451,16233
84008005,USA,Arapahoe,Colorado,39.64977461,-104.3353617,656590
84008007,USA,Archuleta,Colorado,37.19474156,-107.0476867,14029
84008009,USA,Baca,Colorado,37.31940883,-102.5603223,3581
84008011,USA,Bent,Colorado,37.95474293,-103.0720195,5577
84008013,USA,Boulder,Colorado,40.09313619,-105.3546767,326196
84008014,USA,Broomfield,Colorado,39.95998787,-105.0566324,70465
84008015,USA,Chaffee,Colorado,38.74745778,-106.1926573,20356
84008017,USA,Cheyenne,Colorado,38.82777431,-102.6032558,1831
84008019,USA,Clear Creek,Colorado,39.68864463,-105.6463118,9700
84008021,USA,Conejos,Colorado,37.201606,-106.1917488,8205
84008023,USA,Costilla,Colorado,37.27732493,-105.4276548,3887
84008025,USA,Crowley,Colorado,38.32608609,-103.7844965,6061
84008027,USA,Custer,Colorado,38.10883162,-105.3683478,5068
84008029,USA,Delta,Colorado,38.86246243,-107.8631342,31162
84008031,USA,Denver,Colorado,39.76018276,-104.8725695,727211
84008033,USA,Dolores,Colorado,37.75208676,-108.5211585,2055
84008035,USA,Douglas,Colorado,39.33133796,-104.930001,351154
84008037,USA,Eagle,Colorado,39.62754308,-106.6933637,55127
84008039,USA,Elbert,Colorado,39.28656773,-104.1358721,26729
84008041,USA,El Paso,Colorado,38.83240149,-104.5251411,720403
84008043,USA,Fremont,Colorado,38.47362326,-105.4399667,47839
84008045,USA,Garfield,Colorado,39.59921777,-107.902708,60061
84008047,USA,Gilpin,Colorado,39.85646523,-105.5252597,6243
84008049,USA,Grand,Colorado,40.10603347,-106.1178042,15734
84008051,USA,Gunnison,Colorado,38.66611652,-107.0320729,17462
84008053,USA,Hinsdale,Colorado,37.82247444,-107.3004345,820
84008055,USA,Huerfano,Colorado,37.68473101,-104.9612585,6897
84008057,USA,Jackson,Colorado,40.6659387,-106.3408905,1392
84008059,USA,Jefferson,Colorado,39.58635604,-105.2517692,582881
84008061,USA,Kiowa,Colorado,38.43260896,-102.7392145,1406
84008063,USA,Kit Carson,Colorado,39.30497777,-102.6022199,7097
84008065,USA,Lake,Colorado,39.20278823,-106.3555697,8127
84008067,USA,La Plata,Colorado,37.28632032,-107.8429014,56221
84008069,USA,Larimer,Colorado,40.66671597,-105.4625784,356899
84008071,USA,Las Animas,Colorado,37.3153406,-104.0376458,14506
84008073,USA,Lincoln,Colorado,38.98749519,-103.5136649,5701
84008075,USA,Logan,Colorado,40.7249637,-103.110817,22409
84008077,USA,Mesa,Colorado,39.01787888,-108.469799,154210
84008079,USA,Mineral,Colorado,37.66954283,-106.9281698,769
84008081,USA,Moffat,Colorado,40.61810999,-108.2070876,13283
84008083,USA,Montezuma,Colorado,37.33859579,-108.5958857,26183
84008085,USA,Montrose,Colorado,38.40214114,-108.2639022,42758
84008087,USA,Morgan,Colorado,40.2627981,-103.8093302,29068
84008089,USA,Otero,Colorado,37.9014485,-103.7173385,18278
84008091,USA,Ouray,Colorado,38.14717457,-107.7675136,4952
84008093,USA,Park,Colorado,39.120926,-105.7182065,18845
84008095,USA,Phillips,Colorado,40.59414277,-102.3577703,4265
84008097,USA,Pitkin,Colorado,39.21720112,-106.9310027,17767
84008099,USA,Prowers,Colorado,37.95544985,-102.3926052,12172
84008101,USA,Pueblo,Colorado,38.17359144,-104.5127437,168424
84008103,USA,Rio Blanco,Colorado,39.97913541,-108.2179009,6324
84008105,USA,Rio Grande,Colorado,37.5836865,-106.3847838,11267
84008107,USA,Routt,Colorado,40.48596505,-106.9905548,25638
84008109,USA,Saguache,Colorado,38.08054629,-106.282466,6824
84008111,USA,San Juan,Colorado,37.76248981,-107.6763289,728
84008113,USA,San Miguel,Colorado,38.00450883,-108.4020725,8179
84008115,USA,Sedgwick,Colorado,40.87595412,-102.3519227,2248
84008117,USA,Summit,Colorado,39.63803232,-106.1150762,31011
84008119,USA,Teller,Colorado,38.88133511,-105.1614893,25388
84008121,USA,Washington,Colorado,39.97015535,-103.202587,4908
84008123,USA,Weld,Colorado,40.55499405,-104.3929621,324492
84008125,USA,Yuma,Colorado,40.00346839,-102.4258673,10019
84009001,USA,Fairfield,Connecticut,41.26809896,-73.3881171,943332
84009003,USA,Hartford,Connecticut,41.80283011,-72.73103891,891720
84009005,USA,Litchfield,Connecticut,41.7937534,-73.2451475,180333
84009007,USA,Middlesex,Connecticut,41.45949668,-72.53714864,162436
84009009,USA,New Haven,Connecticut,41.4080325,-72.93620426,854757
84009011,USA,New London,Connecticut,41.48896435,-72.10430976,265206
84009013,USA,Tolland,Connecticut,41.85853803,-72.3308481,150721
84009015,USA,Windham,Connecticut,41.82972709,-71.98182316,116782
84010001,USA,Kent,Delaware,39.08646628,-75.56884914,180786
84010003,USA,New Castle,Delaware,39.57992638,-75.64054974,558753
84010005,USA,Sussex,Delaware,38.66143781,-75.39031349,234225
84011001,USA,District of Columbia,District of Columbia,38.90417773,-77.01655992,705749
84012001,USA,Alachua,Florida,29.67866525,-82.35928158,269043
84012003,USA,Baker,Florida,30.33060121,-82.28467476,29210
84012005,USA,Bay,Florida,30.26548745,-85.62122584,174705
84012007,USA,Bradford,Florida,29.95079741,-82.16611613,28201
84012009,USA,Brevard,Florida,28.29409504,-80.73091022,601942
84012011,USA,Broward,Florida,26.15184651,-80.48725556,1952778
84012013,USA,Calhoun,Florida,30.40666734,-85.19394153,14105
84012015,USA,Charlotte,Florida,26.90131002,-81.92949121,188910
84012017,USA,Citrus,Florida,28.84804315,-82.47614748,149657
84012019,USA,Clay,Florida,29.98319144,-81.85609986,219252
84012021,USA,Collier,Florida,26.11091986,-81.34687065,384902
84012023,USA,Columbia,Florida,30.22509788,-82.62160164,71686
84012027,USA,DeSoto,Florida,27.18677893,-81.80941373,38001
84012029,USA,Dixie,Florida,29.60631086,-83.15724673,16826
84012031,USA,Duval,Florida,30.33225875,-81.66976468,957755
84012033,USA,Escambia,Florida,30.67652764,-87.37284571,318316
84012035,USA,Flagler,Florida,29.45933576,-81.31508595,115081
84012037,USA,Franklin,Florida,29.83791238,-84.82731662,12125
84012039,USA,Gadsden,Florida,30.57796289,-84.61915825,45660
84012041,USA,Gilchrist,Florida,29.72856978,-82.79880657,18582
84012043,USA,Glades,Florida,26.95635849,-81.18996211,13811
84012045,USA,Gulf,Florida,29.93543004,-85.2427099,13639
84012047,USA,Hamilton,Florida,30.49673973,-82.94998918,14428
84012049,USA,Hardee,Florida,27.49293939,-81.80956574,26937
84012051,USA,Hendry,Florida,26.55386945,-81.16469006,42022
84012053,USA,Hernando,Florida,28.55364461,-82.42700204,193920
84012055,USA,Highlands,Florida,27.34254618,-81.34071957,106221
84012057,USA,Hillsborough,Florida,27.9276559,-82.32013172,1471968
84012059,USA,Holmes,Florida,30.86747479,-85.81319222,19617
84012061,USA,Indian River,Florida,27.69308961,-80.60556721,159923
84012063,USA,Jackson,Florida,30.7954597,-85.21500423,46414
84012065,USA,Jefferson,Florida,30.43669112,-83.89442308,14246
84012067,USA,Lafayette,Florida,29.98484137,-83.18166636,8422
84012069,USA,Lake,Florida,28.76202069,-81.7125123,367118
84012071,USA,Lee,Florida,26.58410348,-81.88399313,770577
84012073,USA,Leon,Florida,30.45955727,-84.27491114,293582
84012075,USA,Levy,Florida,29.31829741,-82.74007147,41503
84012077,USA,Liberty,Florida,30.23766008,-84.8829258,8354
84012079,USA,Madison,Florida,30.44396917,-83.47398594,18493
84012081,USA,Manatee,Florida,27.47196942,-82.31831044,403253
84012083,USA,Marion,Florida,29.21227113,-82.05803627,365579
84012085,USA,Martin,Florida,27.0772071,-80.43109784,161000
84012086,USA,Miami-Dade,Florida,25.6112362,-80.55170587,2716940
84012087,USA,Monroe,Florida,25.20904673,-81.07812416,74228
84012089,USA,Nassau,Florida,30.61037141,-81.80297522,88625
84012091,USA,Okaloosa,Florida,30.69143028,-86.59267105,210738
84012093,USA,Okeechobee,Florida,27.3863362,-80.88944347,42168
84012095,USA,Orange,Florida,28.51367621,-81.31799498,1393452
84012097,USA,Osceola,Florida,28.06312234,-81.14882926,375751
84012099,USA,Palm Beach,Florida,26.64676272,-80.46536002,1496770
84012101,USA,Pasco,Florida,28.30810945,-82.40227529,553947
84012103,USA,Pinellas,Florida,27.93130349,-82.72239666,974996
84012105,USA,Polk,Florida,27.95027105,-81.69732947,724777
84012107,USA,Putnam,Florida,29.60779729,-81.74230285,74521
84012109,USA,St. Johns,Florida,29.90096506,-81.43589967,264672
84012111,USA,St. Lucie,Florida,27.37763908,-80.47106649,328297
84012113,USA,Santa Rosa,Florida,30.6934145,-87.02458128,184313
84012115,USA,Sarasota,Florida,27.18546175,-82.33174248,433742
84012117,USA,Seminole,Florida,28.7158582,-81.24060348,471826
84012119,USA,Sumter,Florida,28.70181754,-82.0794267,132420
84012121,USA,Suwannee,Florida,30.19746066,-82.9909967,44417
84012123,USA,Taylor,Florida,30.04848048,-83.60445406,21569
84012125,USA,Union,Florida,30.04412971,-82.37497443,15237
84012127,USA,Volusia,Florida,29.05858895,-81.18263252,553284
84012129,USA,Wakulla,Florida,30.16548905,-84.39895211,33739
84012131,USA,Walton,Florida,30.64204028,-86.16935664,74071
84012133,USA,Washington,Florida,30.61359259,-85.66002461,25473
84013001,USA,Appling,Georgia,31.74847232,-82.28909114,18386
84013003,USA,Atkinson,Georgia,31.29633502,-82.87545866,8165
84013005,USA,Bacon,Georgia,31.55456473,-82.45936528,11164
84013007,USA,Baker,Georgia,31.32669878,-84.44218806,3038
84013009,USA,Baldwin,Georgia,33.06882326,-83.24701748,44890
84013011,USA,Banks,Georgia,34.35607081,-83.49644388,19234
84013013,USA,Barrow,Georgia,33.99148694,-83.71436292,83240
84013015,USA,Bartow,Georgia,34.23732119,-84.83887523,107738
84013017,USA,Ben Hill,Georgia,31.76095874,-83.22145359,16700
84013019,USA,Berrien,Georgia,31.27590016,-83.2252992,19397
84013021,USA,Bibb,Georgia,32.80904227,-83.70489165,153159
84013023,USA,Bleckley,Georgia,32.43829035,-83.33035166,12873
84013025,USA,Brantley,Georgia,31.19576557,-81.97743999,19109
84013027,USA,Brooks,Georgia,30.83922642,-83.58303423,15457
84013029,USA,Bryan,Georgia,32.00979311,-81.44002948,39627
84013031,USA,Bulloch,Georgia,32.39577406,-81.74811421,79608
84013033,USA,Burke,Georgia,33.05917989,-81.99928721,22383
84013035,USA,Butts,Georgia,33.2830945,-83.9543504,24936
84013037,USA,Calhoun,Georgia,31.53169785,-84.62725131,6189
84013039,USA,Camden,Georgia,30.92951916,-81.66601818,54666
84013043,USA,Candler,Georgia,32.40209349,-82.07702563,10803
84013045,USA,Carroll,Georgia,33.58138199,-85.07976677,119992
84013047,USA,Catoosa,Georgia,34.89872298,-85.13757014,67580
84013049,USA,Charlton,Georgia,30.78371028,-82.13951596,13392
84013051,USA,Chatham,Georgia,32.00043026,-81.12489526,289430
84013053,USA,Chattahoochee,Georgia,32.34341231,-84.78809239,10907
84013055,USA,Chattooga,Georgia,34.47197698,-85.34535662,24789
84013057,USA,Cherokee,Georgia,34.24393976,-84.47431861,258773
84013059,USA,Clarke,Georgia,33.95436462,-83.37124007,128331
84013061,USA,Clay,Georgia,31.62221166,-84.97713865,2834
84013063,USA,Clayton,Georgia,33.54187245,-84.35594188,292256
84013065,USA,Clinch,Georgia,30.91395822,-82.70432472,6618
84013067,USA,Cobb,Georgia,33.94243204,-84.5761255,760141
84013069,USA,Coffee,Georgia,31.54892966,-82.8549206,43273
84013071,USA,Colquitt,Georgia,31.18810588,-83.7677946,45600
84013073,USA,Columbia,Georgia,33.54534185,-82.263524,156714
84013075,USA,Cook,Georgia,31.16068491,-83.42947229,17270
84013077,USA,Coweta,Georgia,33.35334302,-84.76129976,148509
84013079,USA,Crawford,Georgia,32.71391813,-83.98061238,12404
84013081,USA,Crisp,Georgia,31.92289565,-83.76811843,22372
84013083,USA,Dade,Georgia,34.8549167,-85.50490424,16116
84013085,USA,Dawson,Georgia,34.44244079,-84.16964071,26108
84013087,USA,Decatur,Georgia,30.87967778,-84.57619536,26404
84013089,USA,DeKalb,Georgia,33.76944049,-84.22396017,759297
84013091,USA,Dodge,Georgia,32.17265114,-83.16948926,20605
84013093,USA,Dooly,Georgia,32.15630737,-83.79746561,13390
84013095,USA,Dougherty,Georgia,31.53328528,-84.21722377,87956
84013097,USA,Douglas,Georgia,33.70291126,-84.77026156,146343
84013099,USA,Early,Georgia,31.32155345,-84.90255207,10190
84013101,USA,Echols,Georgia,30.71101099,-82.89687287,4006
84013103,USA,Effingham,Georgia,32.36616021,-81.34280942,64296
84013105,USA,Elbert,Georgia,34.11302332,-82.83936148,19194
84013107,USA,Emanuel,Georgia,32.59221302,-82.30239915,22646
84013109,USA,Evans,Georgia,32.15328841,-81.8870105,10654
84013111,USA,Fannin,Georgia,34.86430205,-84.316964,26188
84013113,USA,Fayette,Georgia,33.41357794,-84.49089434,114421
84013115,USA,Floyd,Georgia,34.26268279,-85.21577392,98498
84013117,USA,Forsyth,Georgia,34.22604035,-84.1231513,244252
84013119,USA,Franklin,Georgia,34.37525597,-83.23159927,23349
84013121,USA,Fulton,Georgia,33.79216944,-84.46319413,1063937
84013123,USA,Gilmer,Georgia,34.69316688,-84.45802506,31369
84013125,USA,Glascock,Georgia,33.22879932,-82.61297636,2971
84013127,USA,Glynn,Georgia,31.23279254,-81.53811412,85292
84013129,USA,Gordon,Georgia,34.50487351,-84.87296253,57963
84013131,USA,Grady,Georgia,30.87454847,-84.23418364,24633
84013133,USA,Greene,Georgia,33.5769205,-83.17139104,18324
84013135,USA,Gwinnett,Georgia,33.96044201,-84.02137802,936250
84013137,USA,Habersham,Georgia,34.63331566,-83.53094677,45328
84013139,USA,Hall,Georgia,34.32207823,-83.81896936,204441
84013141,USA,Hancock,Georgia,33.2721566,-82.99766919,8457
84013143,USA,Haralson,Georgia,33.79602175,-85.21005667,29792
84013145,USA,Harris,Georgia,32.73709786,-84.90538572,35236
84013147,USA,Hart,Georgia,34.34626973,-82.96567682,26205
84013149,USA,Heard,Georgia,33.29686567,-85.12886832,11923
84013151,USA,Henry,Georgia,33.4533428,-84.1481466,234561
84013153,USA,Houston,Georgia,32.45802497,-83.66879087,157863
84013155,USA,Irwin,Georgia,31.60213036,-83.27501387,9416
84013157,USA,Jackson,Georgia,34.13794553,-83.56814788,72977
84013159,USA,Jasper,Georgia,33.31535543,-83.68844964,14219
84013161,USA,Jeff Davis,Georgia,31.80405727,-82.6372487,15115
84013163,USA,Jefferson,Georgia,33.05867328,-82.41609057,15362
84013165,USA,Jenkins,Georgia,32.79248718,-81.96040187,8676
84013167,USA,Johnson,Georgia,32.70211082,-82.66166794,9643
84013169,USA,Jones,Georgia,33.02512137,-83.56019163,28735
84013171,USA,Lamar,Georgia,33.07841647,-84.14263877,19077
84013173,USA,Lanier,Georgia,31.0382857,-83.06472457,10423
84013175,USA,Laurens,Georgia,32.46325233,-82.92221316,47546
84013177,USA,Lee,Georgia,31.7793306,-84.14324253,29992
84013179,USA,Liberty,Georgia,31.82588896,-81.49251135,61435
84013181,USA,Lincoln,Georgia,33.79201475,-82.45024131,7921
84013183,USA,Long,Georgia,31.75218791,-81.74952375,19559
84013185,USA,Lowndes,Georgia,30.83568832,-83.27056716,117406
84013187,USA,Lumpkin,Georgia,34.57286511,-84.00425681,33610
84013189,USA,McDuffie,Georgia,33.47851918,-82.48252774,21312
84013191,USA,McIntosh,Georgia,31.49683595,-81.40163426,14378
84013193,USA,Macon,Georgia,32.35207048,-84.04234127,12947
84013195,USA,Madison,Georgia,34.12920917,-83.21218732,29880
84013197,USA,Marion,Georgia,32.3483402,-84.52733571,8359
84013199,USA,Meriwether,Georgia,33.04163534,-84.68859732,21167
84013201,USA,Miller,Georgia,31.16568912,-84.73151117,5718
84013205,USA,Mitchell,Georgia,31.22483255,-84.19381821,21863
84013207,USA,Monroe,Georgia,33.014289,-83.92097166,27578
84013209,USA,Montgomery,Georgia,32.17201038,-82.53527476,9172
84013211,USA,Morgan,Georgia,33.59232073,-83.49129491,19276
84013213,USA,Murray,Georgia,34.78897608,-84.74993177,40096
84013215,USA,Muscogee,Georgia,32.50931999,-84.87142262,195769
84013217,USA,Newton,Georgia,33.55514538,-83.8454714,111744
84013219,USA,Oconee,Georgia,33.83749973,-83.43679568,40280
84013221,USA,Oglethorpe,Georgia,33.8786296,-83.08278123,15259
84013223,USA,Paulding,Georgia,33.91969522,-84.86848792,168667
84013225,USA,Peach,Georgia,32.56934316,-83.82937,27546
84013227,USA,Pickens,Georgia,34.46589159,-84.46406611,32591
84013229,USA,Pierce,Georgia,31.35928155,-82.21598442,19465
84013231,USA,Pike,Georgia,33.09310242,-84.38790389,18962
84013233,USA,Polk,Georgia,34.00267074,-85.18677781,42613
84013235,USA,Pulaski,Georgia,32.23334561,-83.4754996,11137
84013237,USA,Putnam,Georgia,33.32056115,-83.37552891,22119
84013239,USA,Quitman,Georgia,31.86728114,-85.01773177,2299
84013241,USA,Rabun,Georgia,34.88389445,-83.40304637,17137
84013243,USA,Randolph,Georgia,31.76622818,-84.75732369,6778
84013245,USA,Richmond,Georgia,33.35777107,-82.07026432,202518
84013247,USA,Rockdale,Georgia,33.65145002,-84.02202167,90896
84013249,USA,Schley,Georgia,32.2654021,-84.31258912,5257
84013251,USA,Screven,Georgia,32.74976524,-81.60779441,13966
84013253,USA,Seminole,Georgia,30.93464824,-84.86823924,8090
84013255,USA,Spalding,Georgia,33.26310031,-84.28013991,66703
84013257,USA,Stephens,Georgia,34.55151201,-83.29405315,25925
84013259,USA,Stewart,Georgia,32.07996777,-84.83208037,6621
84013261,USA,Sumter,Georgia,32.03650571,-84.19821492,29524
84013263,USA,Talbot,Georgia,32.69642758,-84.53351366,6195
84013265,USA,Taliaferro,Georgia,33.56543317,-82.88136816,1537
84013267,USA,Tattnall,Georgia,32.04785085,-82.05539188,25286
84013269,USA,Taylor,Georgia,32.55792548,-84.25077141,8020
84013271,USA,Telfair,Georgia,31.92829517,-82.93491155,15860
84013273,USA,Terrell,Georgia,31.77527543,-84.44069698,8531
84013275,USA,Thomas,Georgia,30.86392347,-83.91847289,44451
84013277,USA,Tift,Georgia,31.45743864,-83.5236119,40644
84013279,USA,Toombs,Georgia,32.12059861,-82.32957247,26830
84013281,USA,Towns,Georgia,34.91369188,-83.7410746,12037
84013283,USA,Treutlen,Georgia,32.40422134,-82.56904553,6901
84013285,USA,Troup,Georgia,33.03349196,-85.02812115,69922
84013287,USA,Turner,Georgia,31.71612656,-83.62069378,7985
84013289,USA,Twiggs,Georgia,32.67435595,-83.43078662,8120
84013291,USA,Union,Georgia,34.82995757,-83.98967069,24511
84013293,USA,Upson,Georgia,32.87920671,-84.30024826,26320
84013295,USA,Walker,Georgia,34.73376362,-85.30165174,69761
