id,Date,Confirmed,Recovered,Deaths,Increase rate
fa1fd01d-d38b-47df-9596-56eaa2c0392f,2020-01-22,557,30,17,
31c81bec-565a-4387-a8de-ac0baa904473,2020-01-23,657,32,18,17.953321364452425
18dcedfb-f116-4bbd-a2d8-5eb3c4cb6495,2020-01-24,944,39,26,43.68340943683409
f7e0698e-a701-4168-881c-7c47816d927e,2020-01-25,1437,42,42,52.22457627118644
8e59745d-c3fc-46a4-89bc-1cb1a226e91b,2020-01-26,2120,56,56,47.529575504523315
f5295385-f880-45c1-aa4b-3a2e8c26ec18,2020-01-27,2929,65,82,38.160377358490564
8d8741b1-e8b3-4994-aff6-11f65827487b,2020-01-28,5580,108,131,90.5087060430181
b5cd14f6-6a9b-4b35-a300-fbab7c095e1b,2020-01-29,6169,127,133,10.555555555555555
d368219e-3e04-49c9-a7cc-5cb1d44d66d4,2020-01-30,8237,145,171,33.52245096449992
90a4e7ed-a0b0-4ec3-8c93-4a8cb439b07d,2020-01-31,9927,225,213,20.51717858443608
0ceace10-5707-4db4-8dfa-b1da3b2e2e0d,2020-02-01,12038,287,259,21.2652362244384
0193fca4-040a-4101-ad89-404c884e298c,2020-02-02,16787,476,362,39.45007476324971
786fc748-303f-48a5-af55-8b42c255dc7d,2020-02-03,19887,627,426,18.466670637993683
2fb113c4-aec9-4882-a2b3-c33effad5c29,2020-02-04,23899,857,492,20.173983003972445
5bcef01e-0dc3-4229-8e9d-2f8064a69b02,2020-02-05,27644,1130,564,15.670111720155655
bc689c99-3816-4e0c-a186-aa1c44a0950c,2020-02-06,30806,1493,634,11.438286789176674
af99d183-4fb2-425c-a069-58ba3c51157e,2020-02-07,34400,2016,719,11.666558462637148
39d5a8c9-3dca-428e-a7d0-fe391ae7ce6d,2020-02-08,37131,2617,806,7.938953488372093
5662c5f7-2ed7-457f-88f6-8a00c54288d8,2020-02-09,40162,3247,906,8.162990493118958
0c8ece65-bc51-4292-ad9d-4b5a24d41d79,2020-02-10,42771,3949,1013,6.496190428763509
89a4f01c-814b-46b9-9fea-fc159d9bafaa,2020-02-11,44814,4684,1113,4.77660096794557
ea8c5d20-3ee3-488b-b4c7-ffe0494b93bd,2020-02-12,45232,5151,1118,0.9327442317133039
696d42cf-ca07-46c7-9763-7709b18114b6,2020-02-13,60384,6294,1371,33.49840820657941
3a76968e-ad67-435a-afc4-8e785674449d,2020-02-14,66912,8061,1523,10.81081081081081
1fdd2935-83c8-47da-938c-d20e00f24512,2020-02-15,69055,9397,1666,3.202714012434242
5d5dfee4-d28a-4387-b72d-b748644326ae,2020-02-16,71238,10867,1770,3.1612482803562383
cdbd7b1b-aff2-4d58-a536-09e79cfef849,2020-02-17,73273,12587,1868,2.856621466071479
bc2dcd22-19ab-424e-8a4d-637e8934520f,2020-02-18,75155,14352,2008,2.568476792270004
bb71d5fe-5f59-494f-b8b3-542121e6c9f7,2020-02-19,75655,16123,2123,0.6652917304237909
32ebbe09-dd36-474e-9a6c-e7322fddd841,2020-02-20,76216,18181,2248,0.7415240235278567
ac490d50-1142-4d06-8f10-f8588c87842b,2020-02-21,76846,18894,2252,0.8265980896399705
6dc58e80-6ceb-43ec-8996-aa7ce6cdd4e4,2020-02-22,78608,22892,2459,2.292897483278245
bb46e63c-0fd5-46c2-8d4e-1527b7a4c8bf,2020-02-23,78990,23397,2470,0.4859556279259108
ebee6263-5b54-4603-bff5-e74e0697d57f,2020-02-24,79558,25229,2630,0.7190783643499177
ad7472e6-f9e1-41f7-8208-4931e428a968,2020-02-25,80412,27907,2710,1.0734307046431535
cbabdf1d-6588-4093-9e66-fc9fa2f03ade,2020-02-26,81385,30388,2771,1.2100184052131524
82cb0fca-7d17-4710-906c-37e9aea70d44,2020-02-27,82730,33282,2814,1.6526386926337777
d5e8567a-66de-4399-adaf-654de40cb15c,2020-02-28,84154,36714,2873,1.7212619364196786
c52de415-512c-4c42-b3d6-bc6cf76ae26a,2020-02-29,86030,39785,2943,2.2292463816336716
3ef68b02-cc77-4409-a30e-8b7e98ff4841,2020-03-01,88410,42721,2997,2.7664768104149715
e7c5c4de-963a-4f5b-b75f-870872aed744,2020-03-02,90393,45605,3086,2.2429589412962336
ad0f2e81-b2e4-49a3-84e6-6740a1c1e70c,2020-03-03,93004,48227,3160,2.8884980031639618
220fb775-3abd-480a-80f2-e4a170663a93,2020-03-04,95329,51170,3255,2.499892477742893
4c947749-bd0f-4cdc-aded-c19b602eab4a,2020-03-05,98046,53796,3348,2.850129551343243
bb99b574-2c2a-486a-8b19-f6ea0d890044,2020-03-06,101976,55864,3461,4.008322624074414
5c9f3f2c-f519-4039-8667-ea42a38ae96f,2020-03-07,106122,58358,3566,4.065662508825605
486f5b46-29b2-40d6-b3d5-00b07ba5c4fe,2020-03-08,109972,60695,3807,3.6278999641921565
00bf859d-3951-4d6d-8525-160f14977e8f,2020-03-09,114299,62495,3997,3.9346379078310845
4d093807-870c-4673-8e7f-3f3075b3076d,2020-03-10,119108,64402,4273,4.207385891390126
b439e3fe-d2b1-4358-af2d-c31c4cf047f9,2020-03-11,126628,66999,4618,6.313597743224636
40bb2dff-8995-42d0-8984-6e8ca4a59526,2020-03-12,133383,68328,4930,5.334523170230913
4d373a62-2ebc-4753-bba9-ac9a37f03018,2020-03-13,146673,70255,5420,9.963788488787927
6b7e98b9-f656-44fa-9aef-e1c3de1889a9,2020-03-14,157617,72622,5843,7.461495980855372
38c67b78-41bb-4582-b783-0a4e4a9419f3,2020-03-15,168876,76031,6496,7.143265003140524
40e935b1-d2f8-45ea-b716-3b893559fca1,2020-03-16,183394,78086,7178,8.59684028517966
31dd5cf5-49f4-4a9e-a91f-96a3de171109,2020-03-17,198691,80830,7989,8.341058049881674
c2dcebf3-58f5-42ad-84d8-7e71b3da033c,2020-03-18,216348,83317,8907,8.886663210714124
6755a7a2-027f-4542-ae45-3f2aba4b7b26,2020-03-19,243464,84958,10017,12.533510825152069
a46d5194-2827-4280-bca7-7ae0851ef639,2020-03-20,273008,87403,11504,12.134853612854467
489da967-ed85-4c60-84f5-6a138525ea5c,2020-03-21,305423,91650,13233,11.873278438727072
57683704-5f34-4194-973e-88c8a8df75c3,2020-03-22,339895,97867,14919,11.28664180497212
5ac5f282-3f8a-4765-ae56-c36192d5aef5,2020-03-23,382799,98355,16886,12.622721722885007
8946df95-310c-4f81-9bc6-08ff5805c12f,2020-03-24,424883,107974,19201,10.993759126852472
5041c93f-76f6-485b-984a-a16c03bdd819,2020-03-25,475998,113753,22022,12.03037071382004
e8736ea0-ac41-4739-be38-3b4bf1984c7f,2020-03-26,537412,122125,25058,12.902155051071643
479becdb-6deb-4f26-9e11-a9b866124a19,2020-03-27,601349,130910,28538,11.89720363519981
25fe93a2-9527-4efc-8deb-3a4b1da4eb06,2020-03-28,670495,139421,32374,11.498480915408523
883b43df-d46e-4a4c-9c0b-26b6f3141a5c,2020-03-29,726726,148877,35838,8.386490577856657
f4046e0f-9d25-4896-bfed-2424f92c62a8,2020-03-30,791975,164213,39895,8.978487077660631
f5e2481e-f7fd-4de0-8b2b-4a6fe7a80a41,2020-03-31,870403,177803,44661,9.902837842103601
313baffb-2f00-43ea-8787-832ea2ce48c7,2020-04-01,951968,193075,50714,9.37094656153529
59d20c6a-cac0-4baa-948f-dfe20e084948,2020-04-02,1034275,210218,56593,8.645983898618441
dffa14c2-c19e-4a4b-89a2-8343b49c84b8,2020-04-03,1118277,225640,62818,8.12182446641367
165358de-a7b6-46bf-bb0a-11a83abc9ac4,2020-04-04,1178363,246052,68781,5.373087347768039
bd4b6f8d-f18e-42d3-b5bb-2976c031b934,2020-04-05,1250388,259888,74091,6.112293070980674
f861c926-9159-4e7b-90f0-ddc145b85f98,2020-04-06,1324899,276597,79957,5.959030316989606
f525fede-8682-4142-946a-54488d6b3666,2020-04-07,1393878,299859,88306,5.20635912624283
4cc36bef-ee1d-48f6-a885-31b1881d166c,2020-04-08,1475875,328741,95132,5.882652570741485
56caf5e7-83e3-4fcf-bda3-828db7f9cf09,2020-04-09,1562641,353995,103003,5.878953163377657
5900cf5a-28a3-412f-a012-8486427e0fe0,2020-04-10,1649186,375733,110565,5.538380216569257
cc38d7a5-12ce-48a1-85db-01ec2dab7b74,2020-04-11,1724605,401983,117084,4.5731045497597
fbf7e330-0ea4-4de8-831b-3f477fc5502d,2020-04-12,1843412,421366,122922,6.888939786211916
794a5bf1-3181-4965-9240-4a371b43f394,2020-04-13,1915034,448623,128975,3.8852953110861814
606b72c1-61be-4b4b-acb1-85f8f1c1787d,2020-04-14,1999558,473697,136189,4.413707537307432
fdeada26-ee99-415d-b9c1-ed3a9543c3a9,2020-04-15,2077371,510236,144551,3.891510023715241
bbada246-303d-49ff-b416-4d42ed39870f,2020-04-16,2171785,541119,152026,4.5448790803376005
ff52f3b8-3934-47b0-a6fb-416c82ee65e0,2020-04-17,2259607,567303,160597,4.043770446890461
25403818-c36b-4e77-bc37-da29c30fa667,2020-04-18,2337796,591169,166983,3.460291988828146
42f893cc-b224-4d67-99b9-f6a804a3b98f,2020-04-19,2414457,622952,172419,3.279199724869065
8fdb3c03-be4f-44ea-8403-a7dedf422eba,2020-04-20,2490365,645130,178322,3.143895294055765
9e8b7fc6-93f2-4ebf-9260-7d2e80707bb4,2020-04-21,2566638,679932,185709,3.062723737283491
ff1cfe0c-c0a2-45dc-9d47-eaf0c3c709ad,2020-04-22,2648575,710017,192772,3.1923863045743106
24add6bf-d3f7-46ec-8cec-ef622d1b9949,2020-04-23,2731191,738747,199676,3.1192622447920106
1f81f79d-063f-4cd6-bd26-a801cb88e597,2020-04-24,2815227,788776,206617,3.0768994186052896
8de8c7be-f3b7-4e06-b413-9b3940dddaae,2020-04-25,2898734,816531,212567,2.9662616904427246
b9343513-a4c9-4cef-bf7e-4a39bc5aba1e,2020-04-26,2969606,845343,216860,2.4449294071135883
4dd1efd0-e4c5-497f-8b81-7c745cc56e48,2020-04-27,3040528,873227,221730,2.388262954748879
76b88c48-f3ae-487d-bcf5-925b24814cf3,2020-04-28,3116384,906439,228524,2.4948298453426507
3b9080e3-102a-4417-b9c2-bb207aea78b7,2020-04-29,3193728,948516,235484,2.481850760368427
0260ee08-24da-4e97-a650-ff76424b1f72,2020-04-30,3277569,1013632,241546,2.6251765961284117
3cf66ff6-865e-4d3b-be16-c14256503d80,2020-05-01,3366610,1051789,247086,2.7166781233286015
74e1f5fd-23c4-449e-be57-65291e905b15,2020-05-02,3444964,1092440,252954,2.327385708472321
01fefb2f-00c0-4143-8576-aac8b51f6d16,2020-05-03,3519125,1124973,256815,2.152736574315435
5d706852-da82-4d1a-8ffd-ab9727add1cf,2020-05-04,3596510,1159059,261181,2.198984122473626
7ff2cb77-0c10-459b-9171-bd5782ce51e4,2020-05-05,3676149,1195532,267419,2.2143411251463223
42114099-2b5c-4d04-92e1-287d44c85c1b,2020-05-06,3766683,1241651,274166,2.462740220812595
62f4ad87-703b-4b87-a712-b50fa6763991,2020-05-07,3855364,1281176,279841,2.3543526227187157
e3b7876a-c604-431d-951d-d04b8605154c,2020-05-08,3945797,1317589,285765,2.3456410341539735
7ad18ddd-77e4-49ba-95bd-65d9db707788,2020-05-09,4030371,1371030,290382,2.143394604436062
42d6c8de-86bb-47ce-b294-5f5c957a36f7,2020-05-10,4105624,1404839,294434,1.8671482104252932
00c8784e-84d4-47cd-a696-8d8916cb3a60,2020-05-11,4181600,1451724,298258,1.8505347786353548
a982e01f-eb38-4b47-8c12-de006a9a52ea,2020-05-12,4266957,1488766,304137,2.0412521522862064
a9fb401e-e075-48ed-af47-66033b00be72,2020-05-13,4351290,1544638,309590,1.9764201982818201
c35fa262-9478-4396-bad4-7e6a66a362d3,2020-05-14,4446959,1584349,315235,2.198635347218871
c14a5631-ebb7-47ff-a7cd-9288576543b9,2020-05-15,4543310,1632452,320957,2.1666716513464594
e1850f9f-0e19-4d38-8153-034315a7f4bf,2020-05-16,4637421,1688863,325507,2.0714192956236754
250daf20-6763-45f1-819d-6541210e788b,2020-05-17,4715829,1729871,329094,1.6907673467645057
5fb9b0ec-d7a7-43ac-aaec-88209315aeb0,2020-05-18,4804897,1782787,333226,1.8887029194654854
611b4fa7-ca75-4434-a9cb-2883b530a16c,2020-05-19,4900710,1834839,338357,1.9940698000394181
baccc9a7-dc7f-41e3-b66b-a7cb05c96beb,2020-05-20,5006099,1893809,343748,2.1504843175784734
4bef953d-73ba-4b4d-a074-ec07445f244d,2020-05-21,5111870,1945029,348701,2.112842754408173
4ec7a796-c86d-4148-abb5-41b395a82c00,2020-05-22,5219114,2053576,354391,2.097940675330163
125a85b2-1cbb-418a-b8ba-454ae2c99eed,2020-05-23,5323547,2108410,358772,2.000971812457057
8567c24a-1a20-42e8-9076-0d186bfda701,2020-05-24,5416801,2163937,362256,1.7517268092119782
605dc91d-e845-4897-a5d5-ec7a7aff142a,2020-05-25,5504948,2227666,363762,1.6272888740051554
24211506-51b2-4406-9735-90c47d081bad,2020-05-26,5597804,2282818,368384,1.6867734263793228
3c047b49-9386-45b9-9d27-b5afaf35fde3,2020-05-27,5700330,2346145,373744,1.8315396537642261
22f0b605-8484-4c12-a90d-f380f475bb7c,2020-05-28,5819995,2413008,378794,2.0992644285506277
